# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
318.0; 35.997; -5.1; -482.7; 491.0; -5.1; -323.1; 329.7; 182.5; -341.2; 522.9; 182.5; -252.2; 361.5
321.0; 36.288; -86.9; -493.1; 502.8; -86.9; -333.8; 344.9; -59.7; -335.8; 496.9; -59.7; -246.0; 339.1
324.0; 36.586; -128.6; -477.2; 494.3; -128.6; -316.5; 351.0; -87.5; -292.9; 478.5; -87.5; -224.0; 335.2
327.0; 36.910; -5.1; -457.6; 479.7; -5.1; -285.2; 340.0; -5.1; -268.2; 486.1; -5.1; -211.4; 346.3
330.0; 37.254; -5.1; -413.5; 475.6; -5.1; -212.9; 341.9; -5.1; -299.4; 481.5; -5.1; -238.0; 347.8
333.0; 37.580; -5.1; -330.1; 465.1; -5.1; -175.7; 332.7; 238.5; -355.7; 499.4; 238.5; -279.0; 367.0
336.0; 37.869; -5.1; -90.9; 457.2; -5.1; -42.5; 352.6; 170.9; -421.2; 485.1; 170.9; -339.9; 380.5
339.0; 38.156; -5.1; 206.4; 430.6; -5.1; 181.6; 383.3; 167.5; -416.0; 459.0; 167.5; -376.0; 411.6
342.0; 38.500; -202.4; 356.2; 410.6; -202.4; 392.3; 442.9; -136.7; -199.0; 380.1; -136.7; -209.4; 412.4
345.0; 38.913; -65.9; 296.6; 372.5; -65.9; 403.4; 448.4; -45.6; -3.0; 365.5; -45.6; -3.3; 441.3
348.0; 39.331; -5.1; 222.8; 356.9; -5.1; 405.1; 449.7; -5.1; 91.7; 360.4; -5.1; 101.2; 453.2
351.0; 39.727; -5.1; 210.5; 344.6; -5.1; 414.9; 451.0; 105.8; 147.8; 360.6; 105.8; 167.1; 467.0
354.0; 40.106; -5.1; 217.1; 332.3; -5.1; 394.8; 455.3; 243.1; 207.7; 365.0; 243.1; 251.2; 488.0
357.0; 40.462; -5.1; 97.0; 344.2; -5.1; 182.4; 451.1; 248.5; 286.6; 379.3; 248.5; 350.2; 486.2
360.0; 40.791; -5.1; -149.6; 379.2; -5.1; -167.2; 423.2; 253.2; 330.8; 416.6; 253.2; 361.2; 460.5
363.0; 41.119; -66.7; -370.1; 433.8; -66.7; -336.9; 401.5; -46.1; 210.1; 429.8; -46.1; 199.1; 397.4
366.0; 41.475; -99.1; -409.5; 453.2; -99.1; -320.0; 379.0; -67.7; 23.7; 441.2; -67.7; 21.2; 367.0
